X;Y;OBJECTID;id;airport_ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;description;frequency_mhz;runway_length_ft;runway_width_ft;runway_surface;runway_lighted;runway_closed
-105.490.912.596;34.255.190.922;1080;7537;0TA9;heliport;Houston Oil & Minerals Port Bolivar Nr 2 Heliport;8;NA;US;US-TX;Port Bolivar;no;0TA9;;0TA9;;;35;35;CONC;0;0
-112.613.026.129;34.641.486.824;1081;7538;0TE0;small_airport;Robertson Ranch Airport;1663;NA;US;US-TX;Comstock;no;0TE0;;0TE0;;;2650;50;GRAVEL;0;0
-108.441.671.562;32.212.737.123;1082;7539;0TE1;heliport;Christus Spohn Hospital Memorial Heliport;38;NA;US;US-TX;Corpus Christi;no;0TE1;;0TE1;;;100;100;DIRT;1;0
-108.165.809.415;38.688.003.321;1083;7540;0TE2;heliport;Bell Helicopter Hurst Heliport;524;NA;US;US-TX;Hurst;no;0TE2;;0TE2;;;800;200;ASPH;0;0
-112.260.898.576;40.196.416.644;1084;7541;0TE3;closed;Buzz Field;2614;NA;US;US-TX;Roaring Springs;no;;;;;;2600;400;TURF;0;0
-109.834.047.558;37.901.581.448;1085;7544;0TE6;small_airport;Gorman Airport;1452;NA;US;US-TX;Gorman;no;0TE6;;0TE6;;;2575;50;DIRT;0;0
-107.114.401.481;35.732.171.344;1086;7546;0TE8;closed;Texas World Speedway Helistop Number 1;270;NA;US;US-TX;College Station;no;;;;;;150;150;TURF;0;0
-107.118.401.191;35.731.006.803;1087;7547;0TE9;closed;Texas World Speedway Helistop Number 2;270;NA;US;US-TX;College Station;no;;;;;;150;150;TURF;0;0
-96.732.961.728;42.562.265.755;1088;7548;0TN0;small_airport;R & S Buzzard Airport;810;NA;US;US-TN;Spring Hill;no;0TN0;;0TN0;;;1750;100;TURF;0;0
-95.979.666.321;41.941.322.142;1089;7549;0TN1;seaplane_base;Tims Ford Seaplane Base;785;NA;US;US-TN;Tullahoma;no;0TN1;;0TN1;;;8000;800;WATER;0;0
-93.714.871.145;42.533.763.275;1090;7550;0TN2;small_airport;Village Airport;920;NA;US;US-TN;Greenback;no;0TN2;;0TN2;;;1200;100;TURF;0;0
-93.619.910.876;42.892.889.992;1091;7551;0TN3;heliport;Park West Heliport;1000;NA;US;US-TN;Knoxville;no;0TN3;;0TN3;;;30;30;CONC;0;0
-93.427.418.506;42.994.118.114;1092;7552;0TN4;heliport;Physicians Medical Regional Center Heliport;790;NA;US;US-TN;Knoxville;no;0TN4;;0TN4;;;50;50;CONC;0;0
-96.289.029.619;42.824.363.166;1093;7553;0TN5;small_airport;McDonald Airport;600;NA;US;US-TN;Murfreesboro;no;0TN5;;0TN5;;;2350;100;TURF;0;0
-93.618.687.885;43.258.862.518;1094;7554;0TN6;small_airport;Riner Farm Airport;1125;NA;US;US-TN;Norris;no;0TN6;;0TN6;;;1050;75;TURF;0;0
-93.609.787.217;42.901.138.316;1095;7555;0TN7;heliport;Horne Properties Heliport;975;NA;US;US-TN;Knoxville;no;0TN7;;0TN7;;;45;45;CONC;1;0
-94.944.946.762;41.705.689.878;1096;7556;0TN8;heliport;Erlanger Medical Center Heliport;745;NA;US;US-TN;Chattanooga;no;0TN8;;0TN8;;;75;75;CONC-G;0;0
-93.439.578.941;42.945.961.834;1097;7557;0TN9;heliport;East Tennessee Children's Hospital Heliport;1003;NA;US;US-TN;Knoxville;no;0TN9;;0TN9;;;46;46;CONC-G;0;0
-108.283.270.606;39.084.163.297;1098;7559;0TS1;small_airport;Dooley Airport;650;NA;US;US-TX;Justin;no;0TS1;;0TS1;;;1750;75;TURF;0;0
-108.346.039.214;38.884.967.243;1099;7560;0TS2;closed;Ultralight International Ultralightport;820;NA;US;US-TX;Haslet;no;;;;;;600;50;TURF;0;0
-106.491.723.664;34.803.383.654;1100;7561;0TS3;closed;Houston Heliport;100;NA;US;US-TX;Houston;no;;;;;;20;20;CONC;0;0
-107.750.674.748;35.153.390.039;1101;7562;0TS4;small_airport;Ullrich Airport;410;NA;US;US-TX;Ledbetter;no;0TS4;;0TS4;;;1800;60;TURF;0;0
-105.960.906.897;35.604.794.103;1102;7563;0TS5;small_airport;Lake Bay Gall Airport;230;NA;US;US-TX;Cleveland;no;0TS5;;0TS5;;;3200;180;TURF;0;0
-106.284.396.894;34.671.091.848;1103;7564;0TS6;heliport;Harris County Courthouse Heliport;105;NA;US;US-TX;Houston;no;0TS6;;0TS6;;;20;20;TURF;0;0
-109.233.003.974;38.733.674.876;1104;7565;0TS7;small_airport;Flying U Airport;978;NA;US;US-TX;Mineral Wells;no;0TS7;;0TS7;;;2800;100;TURF;0;0
-108.963.523.229;30.177.206.035;1105;7566;0TS8;small_airport;Flying 'K' Ranch Ultralightport;81;NA;US;US-TX;Mercedes;no;0TS8;;0TS8;;;910;910;TURF-DIRT;0;0
-108.800.550.016;35.055.422.511;1106;7567;0TS9;closed;Jim Roach Field;600;NA;US;US-TX;Niederwald;no;;;;;;1260;70;TURF;0;0
-108.773.390.367;38.185.167.438;1107;7568;0TX0;small_airport;Nassau Bay Airport;714;NA;US;US-TX;Granbury;no;0TX0;;0TX0;;;2800;200;TURF;0;0
-108.045.140.826;38.638.353.051;1108;7570;0TX2;heliport;Heliport-Facility 5a Heliport;546;NA;US;US-TX;Grand Prairie;no;0TX2;;0TX2;;;100;100;ASPH;0;0
-105.025.595.877;37.851.769.009;1109;7571;0TX3;heliport;UT Health East Texas Carthage Hospital Heliport;296;NA;US;US-TX;Carthage;no;0TX3;;0TX3;;;20;20;CONC;0;0
-108.010.183.626;38.570.992.439;1110;7572;0TX4;heliport;Aerospatiale Helicopter Corp Heliport;535;NA;US;US-TX;Grand Prairie;no;0TX4;;0TX4;;;50;50;CONC;0;0
-10.811.414.513;38.984.079.442;1111;7573;0TX5;heliport;Shiloh Heliport;635;NA;US;US-TX;Flower Mound;no;0TX5;;0TX5;;;1800;50;TURF;0;0
-109.089.652.818;34.401.050.911;1112;7574;0TX6;small_airport;Elm Creek Airpark;550;NA;US;US-TX;Seguin;no;0TX6;;0TX6;;;2283;80;TURF;0;0
-108.147.215.925;38.886.827.098;1113;7575;0TX7;closed;Lazy K Acres Airport;700;NA;US;US-TX;Grapevine;no;;;;;;2250;50;TURF;0;0
-106.914.909.161;39.192.737.326;1114;7576;0TX8;closed;Jacobia Field;570;NA;US;US-TX;Greenville;no;;;;;;1800;55;TURF;0;0
-106.996.840.956;39.285.476.927;1115;7577;0TX9;small_airport;Card Aerodrome;540;NA;US;US-TX;Greenville;no;0TX9;;0TX9;;;2300;100;TURF;0;0
-128.610.744.104;55.653.990.948;1116;7578;0U0;small_airport;Landmark US Forest Service Airport;6662;NA;US;US-ID;Landmark;no;0U0;;0U0;;;4000;100;TURF-DIRT-F;0;0
-128.366.960.943;54.874.590.837;1117;7579;0U1;small_airport;Warm Springs Creek Airport;4831;NA;US;US-ID;Lowman;no;0U1;;0U1;;;2850;135;TURF-G;0;0
-126.716.090.992;54.348.212.978;1118;7580;0U2;small_airport;Copper Basin Airport;7920;NA;US;US-ID;Mackay;no;0U2;;0U2;;;4700;100;TURF-F;0;0
-127.929.469.788;55.814.028.859;1119;7581;0U3;small_airport;Mahoney Creek US Forest Service Airport;4618;NA;US;US-ID;Challis;no;;;0U3;;;2150;15;DIRT-F;0;0
-126.445.580.349;53.615.566.628;1120;7582;0U7;small_airport;Hollow Top Airport;5359;NA;US;US-ID;Martin;no;0U7;;0U7;;;2500;140;TURF-F;0;0
-126.788.451.378;55.603.626.279;1121;7583;0U8;small_airport;May Airport;5324;NA;US;US-ID;May;no;0U8;;0U8;;;4950;200;TURF-F;0;0
-129.974.370.985;55.371.024.561;1122;7584;0U9;small_airport;Lee Williams Memorial Airport;2617;NA;US;US-ID;Midvale;no;K0U9;;0U9;;;2875;60;ASPH-E;0;0
-88.593.946.956;44.717.040.451;1123;7586;0VA1;small_airport;Johnson Fox Field;900;NA;US;US-VA;Bedford;no;0VA1;;0VA1;;;2000;50;TURF;0;0
-88.795.885.092;45.507.180.039;1124;7587;0VA2;small_airport;Riverwood Airport;1020;NA;US;US-VA;Iron Gate;no;0VA2;;0VA2;;;2000;70;TURF;0;0
-85.822.094.272;45.369.631.593;1125;7588;0VA3;small_airport;Hunt Airport;150;NA;US;US-VA;King William;no;0VA3;;0VA3;;;2200;70;TURF;0;0
-88.921.454.143;44.321.536.436;1126;7589;0VA4;small_airport;Worley Field;1219;NA;US;US-VA;Rocky Mount;no;0VA4;;0VA4;;;2100;90;TURF;0;0
-86.451.711.746;45.363.082.653;1127;7590;0VA5;closed;Coffman Field;280;NA;US;US-VA;Richmond;no;;;;;;3900;60;ASPH;0;0
-86.230.522.534;45.084.699.206;1128;7591;0VA6;heliport;Mc Guire Va Medical Center Pad Heliport;178;NA;US;US-VA;Richmond;no;0VA6;;0VA6;;;100;100;ASPH;0;0
-86.596.766.609;44.790.189.858;1129;7593;0VA8;small_airport;Jayarz Airport;210;NA;US;US-VA;Amelia Court House;no;0VA8;;0VA8;;;1800;80;TURF;0;0
-8.510.797.683;45.016.532.929;1130;7594;0VA9;small_airport;Handy Strip;8;NA;US;US-VA;Gloucester Court House;no;0VA9;;0VA9;;;1000;30;TURF;0;0
-85.828.888.101;45.355.705.563;1131;7595;0VI1;small_airport;Brooklyn Airport;145;NA;US;US-VA;King William;no;0VI1;;0VI1;;;3000;60;TURF;0;0
-136.179.360.292;60.451.231.188;1132;7596;0W0;seaplane_base;Seattle Seaplanes Seaplane Base;14;NA;US;US-WA;Seattle;no;0W0;;0W0;;;9500;300;WATER-E;0;0
-136.183.810.626;6.228.867.663;1133;7597;0W7;seaplane_base;Floathaven Seaplane Base;307;NA;US;US-WA;Bellingham;no;0W7;;0W7;;;10000;4000;WATER;0;0
-135.852.082.416;61.040.102.613;1134;7598;0WA0;heliport;Streamline Heliport;116;NA;US;US-WA;Machias;no;0WA0;;0WA0;;;48;16;CONC;0;0
-136.729.273.753;58.797.974.324;1135;7599;0WA1;small_airport;Dwight Field;350;NA;US;US-WA;Chehalis;no;0WA1;;0WA1;;;2000;50;TURF;0;0
-137.039.862.878;58.754.714.445;1136;7600;0WA2;small_airport;Curtis Airport;254;NA;US;US-WA;Curtis;no;0WA2;;0WA2;;;2364;60;TURF;0;0
-135.698.461.503;57.296.305.641;1137;7601;0WA3;closed;Air Columbia Heliport;149;NA;US;US-WA;Stevenson;no;;;;;;40;40;ASPH;0;0
-133.894.543.627;60.135.721.919;1138;7602;0WA4;heliport;Macon Heliport;1250;NA;US;US-WA;East Wenatchee;no;0WA4;;0WA4;;;100;50;ASPH;1;0
-136.130.381.143;61.701.902.805;1139;7603;0WA5;heliport;Ware Mountain Heliport;750;NA;US;US-WA;Mount Vernon;no;0WA5;;0WA5;;;24;12;CONC;0;0
-13.618.158.546;60.742.593.359;1140;7604;0WA6;heliport;Stevens Memorial Hospital Heliport;370;NA;US;US-WA;Edmonds;no;0WA6;;0WA6;;;70;70;ASPH;0;0
-130.337.312.193;60.698.190.811;1141;7605;0WA7;heliport;Shamrock Port Heliport;2172;NA;US;US-WA;Newman Lake;no;0WA7;;0WA7;;;20;20;CONC;0;0
-136.122.584.567;60.511.375.773;1142;7606;0WA8;heliport;Childrens Hospital Emergency Heliport;125;NA;US;US-WA;Seattle;no;0WA8;;0WA8;;;40;40;CONC;0;0
-136.059.462.974;61.046.026.568;1143;7607;0WA9;heliport;Naval Station Everett Heliport;5;NA;US;US-WA;Everett;no;0WA9;;0WA9;;;100;100;CONC-G;0;0
-97.907.161.877;53.102.823.493;1144;7608;0WI0;heliport;Aurora St Luke's Medical Center Heliport;761;NA;US;US-WI;Milwaukee;no;0WI0;;0WI0;;;43;44;ALUM;1;0
-102.571.892.895;5.701.726.056;1145;7609;0WI1;small_airport;Mort's Landing Airport;1255;NA;US;US-WI;Comstock;no;0WI1;;0WI1;;;10000;4000;WATER;0;0
-98.332.287.643;53.426.775.115;1146;7610;0WI2;small_airport;Doering Farms Airfield;910;NA;US;US-WI;Monches;no;0WI2;;0WI2;;;2600;60;TURF;0;0
-98.515.368.228;52.605.581.672;1147;7611;0WI3;heliport;Aurora Lakeland Medical Center Heliport;1040;NA;US;US-WI;Elkhorn;no;0WI3;;0WI3;;;60;60;CONC;0;0
-9.946.685.944;54.390.791.474;1148;7612;0WI4;small_airport;Snow Crest Ranch Airport;810;NA;US;US-WI;Montello;no;0WI4;;0WI4;;;3200;40;ASPH;0;0
-97.839.370.726;52.805.778.753;1149;7613;0WI5;small_airport;Crash In International Airport;755;NA;US;US-WI;Husher;no;0WI5;;0WI5;;;2000;100;TURF;0;0
-98.136.923.091;52.927.522.261;1150;7614;0WI6;small_airport;Simandl Field/Private Airport;805;NA;US;US-WI;Muskego;no;0WI6;;0WI6;;;1300;60;TURF;0;0
-98.516.967.996;54.861.401.629;1151;7615;0WI7;small_airport;With Wings And A Halo Airport;760;NA;US;US-WI;Neenah;no;0WI7;;0WI7;;;2100;150;TURF;0;0
-98.486.911.257;5.333.137.913;1152;7616;0WI8;small_airport;Oconomowoc Airport;885;NA;US;US-WI;Oconomowoc;no;0WI8;;0WI8;;;1200;100;TURF;0;0
-99.451.385.188;53.015.360.951;1153;7617;0WI9;small_airport;Mc Manus Hoonch-Na-Shee-Kaw Airport;931;NA;US;US-WI;Oregon;no;0WI9;;0WI9;;;2600;70;TURF;0;0
-137.048.763.545;61.297.268.981;1154;7618;0WN0;small_airport;Rucilla's Roost Airport;15;NA;US;US-WA;Sequim;no;0WN0;;0WN0;;;1050;28;TURF;0;0
-134.253.529.364;59.016.713.989;1155;7619;0WN1;small_airport;Shangri-La Airport;1500;NA;US;US-WA;Selah;no;0WN1;;0WN1;;;1800;40;DIRT;0;0
-132.486.082.675;58.008.165.044;1156;45908;0WN2;small_airport;Coopers Landing Airport;435;NA;US;US-WA;Kennewick;no;0WN2;;0WN2;;;1200;50;TURF-F;0;0
-136.802.746.723;5.936.200.049;1157;7621;0WN4;heliport;Olympia Heliport;200;NA;US;US-WA;Olympia;no;0WN4;;0WN4;;;100;100;CONC;1;0
-98.015.362.737;52.815.339.261;1158;7622;0WN5;small_airport;Potts Field;815;NA;US;US-WI;North Cape;no;0WN5;;0WN5;;;150;50;TURF;0;0
-136.720.523.597;62.668.092.071;1159;7623;0WN6;heliport;L-Z Blue Thunder Heliport;75;NA;US;US-WA;Blaine;no;0WN6;;0WN6;;;12;12;TURF;0;0
-135.796.115.413;59.763.287.418;1160;7624;0WN7;heliport;St Elizabeth Hospital Heliport;700;NA;US;US-WA;Enumclaw;no;0WN7;;0WN7;;;40;40;ASPH;0;0
-13.007.904.846;59.831.565.044;1161;7625;0WN8;heliport;Sheldon Heliport;2129;NA;US;US-ID;Coeur D'Alene;no;0WN8;;0WN8;;;38;10;MATS;0;0
-133.011.271.335;61.787.698.345;1162;45906;0WN9;small_airport;Wings For Christ Airport;1000;NA;US;US-WA;Omak;no;0WN9;;0WN9;;;1055;100;DIRT;0;0
-99.106.052.823;53.075.555.975;1163;346234;0WS7;small_airport;Rockdale Airport;825;NA;US;US-WI;Rockdale;no;0WS7;;0WS7;;;1400;130;Turf;0;0
-123.606.998.526;53.180.198.961;1164;45936;0WY0;small_airport;Freedom Air Ranch Airport;5698;NA;US;US-WY;Freedom;no;0WY0;;0WY0;;;2000;30;TURF;0;0
-120.406.871.521;55.292.845.459;1165;45935;0WY1;small_airport;Dorsey Creek Ranch Airport;4017;NA;US;US-WY;Basin;no;0WY1;;0WY1;;;3400;70;DIRT;0;0
-107.800.654.973;38.703.152.868;1166;7626;0XA0;heliport;Parkland Hospital Nr 2 Heliport;548;NA;US;US-TX;Dallas;no;;;;;;61;54;CONC;1;0
-111.464.409.846;35.911.261.872;1167;337658;0XA1;heliport;Kothmann Ranch Heliport;2347;NA;US;US-TX;Fort McKavett;no;0XA1;;0XA1;;;30;30;CON;0;0
-111.825.691.687;33.392.806.708;1168;7628;0XA2;heliport;Fort Duncan Medical Center Heliport;884;NA;US;US-TX;Eagle Pass;no;0XA2;;0XA2;;;40;40;CONC;1;0
-106.068.657.628;33.720.446.569;1169;7629;0XA3;heliport;Midstream Freeport Heliport;6;NA;US;US-TX;Freeport;no;0XA3;;0XA3;;;27;27;CONC;0;0
-110.075.163.752;32.485.830.823;1170;7630;0XA4;small_airport;Seven Cs Ranch Airport;331;NA;US;US-TX;Encinal;no;0XA4;;0XA4;;;5000;75;ASPH-G;0;0
-109.519.228.917;33.356.017.053;1171;7631;0XA5;small_airport;74 Ranch Airport;320;NA;US;US-TX;Campbellton;no;0XA5;;0XA5;;;3800;75;ASPH;1;0
-113.477.979.049;39.551.875.012;1172;7632;0XA6;heliport;Jaxon Landing Heliport;3270;NA;US;US-TX;Lubbock;no;0XA6;;0XA6;;;50;50;TURF;0;0
-10.867.315.933;35.889.754.164;1173;7633;0XA7;small_airport;Bar 3 Ranch Airport;744;NA;US;US-TX;Georgetown;no;0XA7;;0XA7;;;2400;100;TURF;0;0
-109.213.658.873;3.538.303.253;1174;7634;0XA8;closed;Ohho Airport;1340;NA;US;US-TX;Dripping Springs;no;;;;;;1000;130;TURF;0;0
-10.808.632.305;38.379.999.407;1175;7635;0XA9;heliport;Methodist Mansfield Medical Center Heliport;633;NA;US;US-TX;Mansfield;no;0XA9;;0XA9;;;46;46;CONC;1;0
-110.828.238.506;32.995.367.301;1176;7636;0XS0;small_airport;Diamond H Ranch Airport;511;NA;US;US-TX;Catarina;no;0XS0;;0XS0;;;3300;150;TURF;0;0
-107.255.996.454;34.123.277.501;1177;7637;0XS1;small_airport;Rodgers Roost Airport;129;NA;US;US-TX;El Campo;no;0XS1;;0XS1;;;1500;60;TURF;0;0
-111.910.419.178;35.751.785.328;1178;7638;0XS2;small_airport;John Fields Ranch Airport;2342;NA;US;US-TX;Sonora;no;0XS2;;0XS2;;;3700;30;GRAVEL;0;0
-106.913.348.462;33.492.358.022;1179;7639;0XS3;heliport;South Texas Project East Heliport;32;NA;US;US-TX;Sargent;no;0XS3;;0XS3;;;30;30;CONC;0;0
-107.630.469.948;3907482.14;1180;7640;0XS4;heliport;Eds Heliport;602;NA;US;US-TX;Allen;no;0XS4;;0XS4;;;50;50;CONC;0;0
-108.170.673.168;3.017.141.576;1181;7641;0XS5;closed;Southeastern Helicopters Heliport;5;NA;US;US-TX;South Padre Island;no;;;;;;26;26;CONC;0;0
-10.925.723.934;35.680.921.107;1182;7642;0XS6;small_airport;Lakeside Beach Airport;800;NA;US;US-TX;Spicewood;no;0XS6;;0XS6;;;3000;75;TURF;0;0
-111.631.215.424;34.003.202.026;1183;7643;0XS7;small_airport;Anacacho Ranch Airport;1067;NA;US;US-TX;Brackettville;no;0XS7;;0XS7;;;6000;60;ASPH;0;0
-11.173.316.404;3.385.443.696;1184;7644;0XS8;small_airport;Dunbar Ranch Airport;958;NA;US;US-TX;Brackettville;no;0XS8;;0XS8;;;3200;30;GRVL;0;0
-106.131.546.112;37.806.094.266;1185;45852;0XS9;small_airport;French Field;540;NA;US;US-TX;Bullard;no;0XS9;;0XS9;;;1200;100;TURF;0;0
-10.627.671.922;5.336.998.225;1186;7645;0Y4;small_airport;Lambert Fechter Municipal Airport;1452;NA;US;US-IA;Hartley;no;0Y4;;0Y4;;;2500;90;ASPH-TURF-P;0;0
-104.093.185.098;53.755.990.176;1187;7646;0Y6;small_airport;Lake Mills Municipal Airport;1260;NA;US;US-IA;Lake Mills;no;0Y6;;0Y6;;;3380;100;TURF-G;1;0
-164.243.389.385;91.265.579.111;1188;7647;0Z2;closed;Road Commission Nr 1 Airport;2525;NA;US;US-AK;Denali;no;;;;;;1000;22;GRVL-DIRT-P;0;0
-176.532.320.894;81.911.810.983;1189;7648;0Z3;seaplane_base;Shannons Pond Seaplane Base;80;NA;US;US-AK;Dillingham;no;AA15;;AA15;;;1400;100;WATER;0;0
-166.620.339.925;87.630.526.946;1190;7649;10AK;small_airport;Hunt Strip;200;NA;US;US-AK;Wasilla;no;10AK;;10AK;;;800;80;GRVL;0;0
-95.479.725.691;41.522.004.193;1191;7650;10AL;heliport;North Jackson Hospital Heliport;650;NA;US;US-AL;Bridgeport;no;10AL;;10AL;;;65;65;CONC;1;0
-125.365.779.929;39.440.392.564;1192;7652;10AZ;small_airport;Pierce Airport;860;NA;US;US-AZ;Buckeye;no;10AZ;;10AZ;;;3407;150;ASPH-DIRT;1;0
-130.435.788.048;41.099.647.038;1193;7653;10CA;heliport;William E Poole Heliport;3120;NA;US;US-CA;Apple Valley;no;;;;;;30;30;CONC;0;0
-132.687.267.051;42.140.040.126;1194;7654;10CL;closed;Joe Gottlieb Field;347;NA;US;US-CA;Bakersfield;no;;;;;;2300;40;TRTD-DIRT;0;0
-136.338.546.349;46.564.674.504;1195;322689;10CN;heliport;Adventist Health St Helena Heliport;581;NA;US;US-CA;St Helena;no;10CN;;10CN;;;60;60;ASP;0;0
-104.714.796.491;56.136.535.611;1196;7656;10D;small_airport;Winsted Municipal Airport;1030;NA;US;US-MN;Winsted;no;10D;;10D;;;3248;200;TURF-G;1;0
-10.978.996.099;38.973.482.343;1197;7657;10F;small_airport;Rosser Ranch Airport;1112;NA;US;US-TX;Graham;no;10TT;;10TT;;;3600;200;TURF-G;0;0
-91.210.624.238;3349897.56;1198;7658;10FA;small_airport;Flying Baron Estates Airport;75;NA;US;US-FL;Leesburg;no;10FA;;10FA;;;2575;30;ASPH;0;0
-91.732.383.393;33.764.860.208;1199;7659;10FD;small_airport;Seven Feathers Airport;68;NA;US;US-FL;Dunnellon;no;10FD;;10FD;;;1500;100;TURF;0;0
-9.027.398.188;28.402.154.464;1200;7660;10FL;heliport;Fishermen's Hospital Emergency Helistop;5;NA;US;US-FL;Marathon;no;10FL;;10FL;;;100;100;ASPH;0;0
-93.840.440.196;39.385.354.742;1201;7661;10GA;small_airport;Beaverbrook Aerodrome;910;NA;US;US-GA;Griffin;no;10GA;;10GA;;;2100;150;TURF-G;0;0
-102.692.451.075;52.236.046.776;1202;7662;10IA;small_airport;Flyers Airport;830;NA;US;US-IA;Waterloo;no;10IA;;10IA;;;2405;85;TURF-G;1;0
-12.681.738.704;5.387.529.913;1203;7663;10ID;small_airport;Flat Top Airstrip;5841;NA;US;US-ID;Muldoon;no;10ID;;10ID;;;3000;40;GRAVEL;0;0
-97.001.754.885;50.027.584.589;1204;7664;10II;heliport;Franciscan Health Rensselaer Heliport;660;NA;US;US-IN;Rensselaer;no;10II;;10II;;;40;40;ASPH;0;0
-97.833.468.089;50.305.897.659;1205;7665;10IL;heliport;Riverside Medical Center Heliport;620;NA;US;US-IL;Kankakee;no;10IL;;10IL;;;300;200;CONC;0;0
-94.675.999.066;48.251.047.758;1206;7666;10IN;closed;Squires Airport;1000;NA;US;US-IN;Connersville;no;;;;;;2600;100;TURF;0;0
-10.531.813.682;47.297.359.788;1207;7667;10KS;heliport;University of Kansas Hospital Heliport;958;NA;US;US-KS;Kansas City;no;10KS;;10KS;;;64;64;ASPH-CONC;0;0
-95.553.198.661;46.004.109.275;1208;7668;10KY;heliport;Southwest Government Center Heliport;480;NA;US;US-KY;Louisville;no;10KY;;10KY;;;30;30;CONC;0;0
-102.520.495.452;35.358.190.884;1209;7669;10LA;small_airport;Industrial Helicopters Inc. Airport;35;NA;US;US-LA;Scott;no;10LA;;10LA;;;2144;150;TURF;0;0
-80.491.783.325;52.003.971.703;1210;7671;10MA;seaplane_base;Beaver Lake Seaplane Base;384;NA;US;US-MA;Ware;no;10MA;;10MA;;;4000;800;WATER;0;0
-93.440.863.674;53.770.350.706;1211;7672;10MI;heliport;Ascension St Mary's Hospital Heliport;595;NA;US;US-MI;Saginaw;no;10MI;;10MI;;;100;100;CONC;0;0
-104.591.452.606;58.507.382.427;1212;7673;10MN;seaplane_base;Lookout Lake Seaplane Base;1200;NA;US;US-MN;Ironton;no;10MN;;10MN;;;4000;500;WATER;0;0
-98.583.218.571;3.571.894.585;1213;7675;10MS;closed;Daniel Emergency Response Team Heliport;20;NA;US;US-MS;Moss Point;no;;;;;;50;50;CONC;0;0
-118.537.447.868;6.079.166.822;1214;7676;10MT;small_airport;Hoolie Airport;2526;NA;US;US-MT;Haxby;no;10MT;;10MT;;;1500;60;TURF;0;0
-105.052.034.256;44.204.234.924;1215;7677;10MU;heliport;Freeman Neosho Hospital Heliport;1110;NA;US;US-MO;Neosho;no;10MU;;10MU;;;65;65;ASPH;1;0
-86.282.595.176;43.476.045.238;1216;7678;10NC;small_airport;Johnston Farm Airport;60;NA;US;US-NC;Jackson;no;10NC;;10NC;;;2450;80;TURF;0;0
-113.948.856.623;59.727.327.265;1217;7679;10ND;small_airport;Smith Strip;2200;NA;US;US-ND;Halliday;no;10ND;;10ND;;;1300;50;TURF;0;0
-106.816.058.567;50.515.965.936;1218;7680;10NE;closed;St Joseph Hospital Heliport;1130;NA;US;US-NE;Omaha;no;;;;;;67;60;CONC;0;0
-79.236.882.659;52.928.281.337;1219;7681;10NH;heliport;Clark Heliport;320;NA;US;US-NH;Hampstead;no;10NH;;10NH;;;45;12;TURF;0;0
-83.203.055.009;48.975.127.137;1220;7682;10NJ;closed;St Francis Medical Center Helistop;55;NA;US;US-NJ;Trenton;no;;;;;;75;75;TURF;0;0
-81.982.587.074;53.588.691.341;1221;346195;10NK;heliport;Glens Falls Hospital Heliport;328;NA;US;US-NY;Glens Falls;no;10NK;;10NK;;;40;40;ASP;1;0
-83.667.282.889;53.683.069.811;1222;7683;10NY;closed;Beaver Meadow Heliport;1195;NA;US;US-NY;Remsen;no;;;;;;50;30;ASPH;0;0
-91.982.552.741;50.718.953.516;1223;7684;10OH;small_airport;Zoellner Airport;617;NA;US;US-OH;Huron;no;10OH;;10OH;;;1400;100;TURF-GRVL;0;0
-108.221.472.558;41.865.579.369;1224;7685;10OK;small_airport;Hickory Hills Airport;1175;NA;US;US-OK;Norman;no;10OK;;10OK;;;2600;150;TURF;0;0
-137.169.671.026;57.453.619.717;1225;7686;10OR;closed;Stevens Mountain Airport;1000;NA;US;US-OR;Vernonia;no;;;;;;1000;100;TURF;0;0
-83.835.266.337;48.459.954.994;1226;7687;10PA;heliport;Piac Heliport;8;NA;US;US-PA;Essington;no;10PA;;10PA;;;30;30;TURF;0;0
-8.376.135.173;48.558.766.637;1227;7688;10PN;heliport;One Meridian Plaza Heliport;560;NA;US;US-PA;Philadelphia;no;10PN;;10PN;;;200;75;CONC;0;0
-91.563.539.499;41.421.607.484;1228;351171;10SC;heliport;Hartness Heliport;890;NA;US;US-SC;Greenville;no;10SC;;10SC;;;200;200;ASP;0;0
-106.460.286.989;34.768.669.703;1229;7689;10TA;heliport;Bear Creek Heliport;100;NA;US;US-TX;Houston;no;10TA;;10TA;;;300;200;TURF;0;0
-108.536.806.312;34.608.040.177;1230;7690;10TE;small_airport;Gottwald Field;440;NA;US;US-TX;Harwood;no;10TE;;10TE;;;1975;50;TURF;0;0
-96.129.279.064;43.105.191.358;1231;7691;10TN;small_airport;Flatwood Field;600;NA;US;US-TN;Lebanon;no;10TN;;10TN;;;1200;120;DIRT;0;0
-109.207.875.825;3.446.156.613;1232;7692;10TS;closed;Saint's Strip Ultralightport;980;NA;US;US-TX;Marion;no;;;;;;900;60;TURF;0;0
-108.229.150.409;32.294.080.844;1233;7693;10TX;heliport;SMC Aerospace Heliport;15;NA;US;US-TX;Ingleside;no;10TX;;10TX;;;50;50;CONC;0;0
-126.274.645.445;44.632.172.533;1234;45863;10UT;heliport;Gilbert Development Corp Heliport;3300;NA;US;US-UT;Hurricane;no;10UT;;10UT;;;100;30;ASPH;0;0
